reels_shortcode,p,q,M,constant
DVlZzJYE8Th,0.08252278241489812,0.08413637921479644,18816,21678.80149256986
DVQh6Fqk5ov,0.0826666455418521,0.08254191851053362,29682,21813.489573957748
DVGcP8cE9ZR,0.08306239215746529,0.07816896331073482,234929,22188.235341118598
DU-d11ik2ND,0.08224575569967901,0.0872139330534237,30844,21421.73082590494
DUsakn4k7fU,0.0828453046414133,0.08056536597015702,143728,21981.894693604238
DUiLW4KEyLk,0.08280652265993908,0.08099408662251158,36843,21945.23080580861
DUN0qQlk3AR,0.08258753310614686,0.08341841910219583,38866,21739.321622132735
DUK7xeek7aF,0.08290362675997909,0.07992098521125339,48950,22037.144396136264
DUIYjguEzJa,0.08270532483672761,0.08211366522356248,25928,21849.841497338784
DTxJwr4k47K,0.08301344108237849,0.0787088218471376,33689,22141.54271860026
DTunTsqk0UD,0.08286161888745198,0.08038507333125045,24797,21997.335834322526
DTcls2IE8uj,0.08266703623489194,0.08253759187253581,19965,21813.856462581873
DTXreXgE-5q,0.08207617652018621,0.0891025264845668,37350,21265.84190616972
DSMvwBeE42m,0.08314974747677527,0.07720629405610041,118597,22271.799856128982
DSKMD-2k2xR,0.08263148374559919,0.0829313867515765,15105,21780.494853135096
DSCXg7VE078,0.08213035696153857,0.08849873351781132,24485,21315.527256566595
DR1vmDYE5br,0.08236722079328299,0.08586337822290832,35054,21534.076679731792
DRwaoMKE_ac,0.08251584855838495,0.08421329303557343,38038,21672.330448248624
DRlfAqUE3uk,0.08329183706014959,0.07564244595877463,11594,22408.381700861395
DRhAAdakzNY,0.08293811351056919,0.07954015024872561,19113,22069.878285659786
DReivUYEwxE,0.08216765030097804,0.08808334439012681,19423,21349.79252857864
DRUIM8Fk9cx,0.08248811357646202,0.08452100288889645,85749,21646.465580143104
DROU0f1k8rU,0.08267270129981287,0.08247485756477137,148951,21819.177041099098
DRHZSecE3h0,0.0830876013585989,0.07789105772944188,36555,22212.319038947717
DQwKMZek2eR,0.08247453931966896,0.08467163918928444,27052,21633.817619613375
DQq5LQaE8YH,0.08309600455603514,0.07779843845483495,42585,22220.35274569143
DQoSTMok0mw,0.08287822645623351,0.08020157279971402,14644,22013.06550096648
DQlsK4_E9tU,0.08271284597119964,0.0820304134269831,14007,21856.91695836928
DQd9vVhk8W1,0.08245813325088275,0.08485373113333061,34619,21618.540738845393
DQbdRabk2aH,0.08257630156231452,0.08354291806154968,27771,21728.81206636353
DQY5tgoE0fS,0.08293576876751711,0.07956603845513673,184391,22067.651212457215
DP3bNkakwaS,0.08185821307588731,0.09153522779207729,62617,21067.104280826905
DPV6ZyQk8vy,0.08301275715089391,0.07871636669529138,60399,22140.891023152773
DPTe7FWkyFk,0.08270239453873886,0.08214610272240545,60333,21847.085444254586
DPLxyAAE4EC,0.08282352013323288,0.08080616293378744,33778,21961.292583576233
DO-xtC9E7I5,0.08265775731328408,0.0826403541967995,26638,21805.144524538417
DOqFfzOEynH,0.08287392800223607,0.08024906406527098,24285,22008.993214643702
DOf489bExpx,0.08278659492758647,0.08121445255869272,151594,21926.41471439923
DOavSRtE-ci,0.08197260668578057,0.09025773688445284,46116,21171.17992697826
DOJRHoGEy6u,0.08286552652778018,0.08034189393135613,11592,22001.035920911803
DOGGbzfExB2,0.08273619112394498,0.0817720492909475,54054,21878.893049610248
DNp20gnz31N,0.08285956738192456,0.08040774320705232,67567,21995.39353796196
DNSs0UTzlqX,0.0825704416726593,0.08360787971959178,31925,21723.33083684715
DNFuTxDRpAG,0.08225551927087768,0.0871053054928203,22539,21430.740139066384
DNAqw5CRAEa,0.08259466275530136,0.08333939675043281,54498,21745.995542554978
DM7eJ-Px_eB,0.0828938573418769,0.08002889488814963,63207,22027.88016733009
DMuioIORmep,0.0831184785439403,0.07755077484532591,9798,22241.85251935218
DMmcVMWxXkl,0.08208232659595707,0.08903397097547144,23519,21271.47603301835
DMhi3K1Rfqe,0.08224097158194608,0.08726716452047466,33792,21417.317645096464
DMXmpLvzkur,0.08305721359577195,0.07822606131245467,30114,22183.291148704746
DMPrypTxn91,0.08267953848660758,0.08239914858664023,189081,21825.600157167457
DMKvOLlz4RG,0.08269536185592317,0.08222395668686495,90667,21840.47233506595
DMH8DQQxz4r,0.08255686638348286,0.08375838919025895,5012,21710.637966268787
DL4hluZRlVg,0.08254797905615463,0.08385693549037186,4775,21702.33226233801
DLzUg4hxMGb,0.08187304842460953,0.09136946193642036,5663,21080.573219659425
DLrlCLGx437,0.08274840113234305,0.08163694617597658,3392,21890.39561967338
DLovGOgxt5H,0.08278933008482241,0.0811842035941506,1823,21928.996359703466
DLj47XRRi7h,0.08267699895504353,0.0824272684460862,2913,21823.21420765606
DLhVfKpRIMz,0.08236907607323549,0.08584276379060848,5239,21535.797133148142
DLcOIjWRhLP,0.08257718054849858,0.08353317414874221,4031,21729.634370062722
DLPV40WxmB0,0.08284462081610823,0.08057292380359768,7112,21981.24769688952
DLCaih1Rp9N,0.08269223623377918,0.08225856024671623,4462,21837.53381798208
DK6unDCx33q,0.08252307539572874,0.08413312945519152,1395,21679.07495951687
DKyxOGuR2ou,0.08320417711615995,0.07660694483563543,2643,22324.02314363918
DWdx_KWjvLd,0.0828750026141358,0.08023719105313884,30376,22010.011215595703
DWbQCcvDmlJ,0.08774432649044227,0.06100747753045749,173399,29058.235945478926
DWV6rVVDird,0.06657072302545583,0.10892042383589261,53535,10780.91806904634
DWOX8IVDhm5,0.08325069366124867,0.0760950183843805,108066,22368.749043504995
DTnERplgbDB,0.08325704586548519,0.07602513135368438,483597,22374.86352117457
DSubL2ckaGY,0.08325186637307332,0.07608211582169573,141236,22369.87774437902
DRCKj05kVDO,0.08325430952678563,0.07605523597964592,102175,22372.22938745018
DQWX0aAkfBI,0.08264867381442498,0.08274096255276038,44691,21796.619365810915
DOdFhn7jm_p,0.08288115723010551,0.08016919358845989,165299,22015.84249180508
DI3ROxBRXd8,0.08307265164526008,0.07805585355680066,109803,22198.03369347624
C1JrLBtL3F-,0.08320515433396054,0.07659618757424513,82448,22324.961843157587
C0vxJSLuoYi,0.08313626263878583,0.07735483788882755,73691,22258.880125543525
Cyce7oWrv7x,0.08305789755533113,0.07821851989363578,94653,22183.944092102047
CtQgq1WLzwQ,0.082998003876874,0.07887913269602823,264763,22126.83768990887
Cq5YSF3tki4,0.08297777951656939,0.07910230215817504,93972,22107.58701817236
DIbMAL2zgrv,0.0828772495333722,0.08021236608581973,58503,22012.139915191947
C2Myl-dvVOp,0.08287597953497006,0.08022639751898655,286529,22010.936711864877
C2uLDFePogn,0.08314925889275752,0.07721167572141943,585630,22271.331619051118
DWvyzCkD8jc,0.058125528126991156,0.06572754496072725,254805,10562.79034984722
DWoCyiBD0Ou,0.08090743564409796,0.034870872278673595,35212,28051.403485422932
DWlc18ODypJ,0.08271548326449044,0.08200122275529853,40447,21859.398506681166
DV-2b6hDwhM,0.0829788542315283,0.07909044175009737,76814,22108.609579261465
DVqNEqeD8r5,0.08311994425500172,0.07753462484771512,32616,22243.25540083801
DVf-WKqj4DG,0.0827189996655377,0.08196230308471018,41485,21862.707676019527
DVayZ32DzKt,0.08244846550535623,0.08496104962897585,29350,21609.543343164925
DU2MZqrD1Ms,0.08322548066409094,0.07637246090462974,465227,22344.49574414287
DUiJ_WFj6Z4,0.08262493987067293,0.0830038865827603,173020,21774.35967946712
DUaY-szj6-I,0.08264642736947243,0.08276584563117563,33617,21794.511507335395
DUVfc_NjxpV,0.08259739742770984,0.08330908833666548,44644,21748.5559460341
DUQGddhjwAC,0.0826044294741944,0.08323115630906536,34818,21755.141224996474
DUNMebODy_T,0.08271606933053857,0.08199473604631335,80848,21859.950000120414
DUApbtAD80M,0.08256497247093206,0.08366851411426335,24495,21718.21627006121
DTpjk63jytD,0.08310616664933061,0.07768644438193333,45246,22230.07180734939
DTmj9ibCf2v,0.08310587351068849,0.07768967481718021,199554,22229.791390268394
DTPtaUbD_-d,0.0825562804036101,0.0837648864725901,31215,21710.09023957376
DTARXlBD9cV,0.08247678540796116,0.08464671231376315,208362,21635.909937275683
DS4pRZyDzvm,0.0825955417563936,0.08332965466781951,27787,21746.818496514556
DSuQXnaD0B1,0.08278679029573134,0.0812122918903027,22331,21926.599107555965
DSrdm_jD-kk,0.08290948845314546,0.07985624458037874,44933,22042.704803426022
DSUe8kXj6b7,0.08277457985442382,0.08134734196333844,33408,21915.07751480633
DSKMKW0D0Y_,0.08283641494613074,0.08066362192822722,195122,21973.485221451556
DSAH6LAj0_s,0.08238245371229158,0.0856941344680233,72462,21548.20657707703
DR1n57QD1Rz,0.0828856510987817,0.08011954734959321,47398,22020.10122481326
DRg9idQj050,0.08333239562175687,0.07519650978522238,257582,22447.51824519796
DRO9ZumEgp-,0.08267543616934947,0.08244457333807913,187636,21821.746060672478
DQtog9tj_bT,0.08299937172164142,0.07886404077563632,45675,22128.140272717974
DQoilSpD59r,0.0832568504124917,0.07602728165617875,4631,22374.67535848114
DQgqT95D_ED,0.08290313828698076,0.07992638043902496,255242,22036.681092178063
DQeNx3HDwam,0.0828305536485048,0.08072841096380308,320788,21967.942274433182
DQbsOEdj_v1,0.08246106288778647,0.08482121247290211,29541,21621.267961882135
DQY4kW3j3EA,0.08278112463384185,0.08127495302668304,38227,21921.252335505204
DQG76hGj98T,0.08275641097264208,0.08154832769761676,73516,21897.944590008592
DPnsshoj1Yd,0.08323280996322815,0.07629180163542809,24035,22351.543409636743
DPi0LmJD3uP,0.08261986106963412,0.08306015845380536,48178,21769.59924323625
DPJGy2Jj-KU,0.08249084797972352,0.08449066141752237,22295,21649.014265366175
DO-0oiuDyFD,0.08250100439516812,0.08437797195550195,851946,21658.48343792056
DO3BHTfD247,0.08287002033159022,0.08029223975491587,84591,22005.291789874816
DOdbDlmjw6Z,0.08299048076153424,0.07896214203197145,19892,22119.674854879242
DOa30cvD88B,0.08235003519330931,0.08605435156830976,26757,21518.146379680693
DNxiDG03inG,0.08299477967818635,0.07891470734369657,35809,22123.767619505914
DNp1DqGT84J,0.08281062547389118,0.08094872274070068,29869,21949.10671083865
DNnPfM4zS2b,0.08248225416416055,0.08458602318606677,72116,21641.005122089886
DNc-r3ZTj8Z,0.08272368821803248,0.08191041236827384,22284,21867.120681046672
DNaMXJQzUo1,0.08309756794879779,0.07778120783995911,43744,22221.847709336886
DNVPdKdTxY7,0.08246184412563325,0.08481254099474717,34323,21621.99527945948
DNQEkfkztoy,0.08295149818269526,0.07939238362303586,42112,22082.59546569611
DM-NxFpz8bu,0.08259964377092735,0.0832841927739713,37786,21750.65936011659
DMsGXAPTxVl,0.08297465307911674,0.07913680590471259,250982,22104.612563902258
DMcmWyMz8Y3,0.083282455054928,0.0757456286161101,39660,22399.33814954506
DMSPaAzzdHL,0.08309072812212172,0.07785659381379421,8391,22215.30798582618
DMNHn8DTlcL,0.08247717603248772,0.08464237726345292,10838,21636.27383926341
DMKni3WzXRP,0.08257698521817378,0.083535339455127,9122,21729.451633218214
DL_zvMQTpT0,0.08247024246809599,0.08471932698215197,11525,21629.815488708282
DL7HGbBTGG6,0.08289473658589697,0.08001918257569214,31918,22028.713788421526
DLM9sjFzZdb,0.08277291924504275,0.08136571007628894,6459,21913.51104591345
DLJ8eULzAeh,0.08294583165897479,0.07945493928751123,179204,22077.210655875482
DLFHNHhM_iw,0.082548662694128,0.08384935468762225,4083,21702.971049820793
DKrUi9QT9At,0.08246672687495002,0.08475834582667788,7065,21626.54156863769
DKoer0tzH1s,0.08273707023994965,0.08176232130292772,17636,21879.721032702713
DKWsnPSTZL-,0.08268315244564191,0.08235913312306334,2820,21828.995996591195
DKKJ1mcy4Kz,0.08280202911963812,0.08104377305839694,19169,21940.986552236343
DKHTIFLTire,0.08266977109011839,0.08250730589073586,1751,21816.424855731813
DJ_uFUHzaFf,0.08302565421732237,0.0785741013003517,21433,22153.183367319118
DJ9DOVFzUNp,0.08261253591779169,0.08314132495600259,2940,21762.73506235738
DJ3xYM4zGH8,0.08267338501654936,0.08246728642866667,116889,21819.819267638206
DJvqqVxTzBE,0.08331969036683584,0.07533618074552259,2498,22435.251258560405
DJT5KjNTZkd,0.08290518987505441,0.07990372066351552,3153,22038.627034257468
DJJbclBz9cL,0.08242082990090634,0.08526788731664517,28938,21583.844160570858
DI8LxQdzpJA,0.08288701880164563,0.08010443807763831,151675,22021.39752444705
DIvyzMUzTR8,0.08316342791875024,0.077055618342547,33647,22284.914491677653
DItHj72TKAF,0.08252327071632655,0.08413096295420011,51491,21679.257272731273
DIlWWEIzQEb,0.0826488691576846,0.08273879883383592,21248,21796.802667485812
DH8K8EKTwPa,0.08270014798231834,0.0821709721300127,58850,21844.972705642875
DHtJ1unzwIM,0.046456568628434544,0.5778659903574235,10177,4467.939588961012
DHqU3TjTVI7,0.08280290828909925,0.08103405161950408,31917,21941.816885082997
C1hLwmeys9X,0.08317945379910688,0.07687913931165243,151075,22300.28717209418
DWOaEZLgjXg,0.04273539866393171,0.16457538915217243,15566,5312.68041700846
DVga5XokSh0,0.08322303757539878,0.07639934867095294,7426,22342.147016146235
DVYderPESDz,0.0829843255242181,0.07903006351184537,10268,22113.816078123913
DUX_PMLEQmG,0.0826923339093346,0.08225747886872332,93568,21837.625640656497
DUA9o1Akaww,0.0829645899198462,0.07924787232955956,11332,22095.04125598128
DQrChLDEYpo,0.08298540024567307,0.07901820389774229,100170,22114.838927318015
DHvr0QyyzkJ,0.08302643586264812,0.07856547975824837,150320,22153.928577164927
DF2DOClSlOR,0.08283465655351166,0.08068305823106259,16186,21971.822190516246
DFNcmubScDo,0.08304040786801248,0.07841138131843092,83297,22167.25343263551
DE-BA01SNcg,0.08288965651919006,0.08007529936430298,18495,22023.897746380575
DE44ayvyAl3,0.08282381319545708,0.08080292315669262,16585,21961.569613838907
DDemPXcyuxP,0.08303591335711095,0.07846094904374877,38893,22162.966241379072
DCy8F5uyMaF,0.0828837949333722,0.080140053128171,138174,22018.342083070922
DCHNT4tyZeF,0.08290206364716005,0.07993825003500162,98605,22035.661857754305
DA5_5xZSgnB,0.08295120508591361,0.07939561917194664,19334,22082.316908844146
DAyROoTy_AM,0.08323261451460758,0.07629395247082987,51094,22351.35544304632
DAYaWJcSs3j,0.08299663603383421,0.0788942248275367,157413,22125.535183773412
DAGZs4YyWAS,0.08274869417423655,0.08163370390856241,117868,21890.67175564852
C_5kZMDSV3G,0.08295413605729983,0.07936326411927867,17360,22085.102635485102
C_VkezXSzdl,0.08313274488257259,0.07739359182256243,77624,22255.510993743992
C9zqTmlSOA0,0.08288115723010551,0.08016919358845989,79036,22015.84249180508
C7wbjRpSz3B,0.0827910884038368,0.0811647582781148,34437,21930.656149330865
C7MLSiPSvPI,0.08314613196026283,0.07724611901613955,15509,22268.3351348418
C6qwzZyyHUc,0.08293361942417918,0.07958976985638563,57274,22065.609926102472
C6L2euwy_gZ,0.08275455502876203,0.08156886060120448,51341,21896.19520667176
C6JZczOyTDE,0.08315570821953741,0.07714063990405924,80188,22277.51314116985
C6GtFe8yQn6,0.08277829181401417,0.08130628495667104,52299,21918.579438403598
C5GO2aVPCfH,0.08285145908859196,0.08049734784792015,130665,21987.718521032413
C4X1-uQy2kF,0.08333982337826897,0.07511486439615406,28112,22454.692820704542
C3sQnekyxaZ,0.08286396346995675,0.08035916548422155,37124,21999.555811600076
C2mqi1Yyjvz,0.08331929943827814,0.07534047860124135,53521,22434.873919137168
C2KS1G8y841,0.08329906907796505,0.07556291608192042,72004,22415.355263496673
C0wPDrxyvru,0.0831857078655172,0.07681027729033661,37046,22306.28914299756
CzyZvd-SkxY,0.08336337752190547,0.07485600356905427,47886,22477.458945105074
CzOZvhrytN7,0.08326642765064492,0.07592192188719027,41099,22383.897191499105
Cyn6gzhyTfg,0.08291789026868247,0.07976345644438336,19410,22050.6771671968
Cqk3GZ8I8AA,0.08281316531889014,0.08092064129168527,121702,21951.506423647712
Co4k6W9IIIS,0.0824315715714615,0.08514861147614759,57503,21593.829609289834
C1i2nC1vo69,0.082931860873712,0.07960918684542746,611260,22063.939923161615
DW8ntFXk7uF,0.05421380783402009,0.15852645710789906,44825,5934.345400343459
DWoUWrrE8un,0.07094989059340621,0.08470926483426014,27778,18764.22888723474
DWiObFjhVF3,0.0935587902886937,0.0514972397070139,35431,42012.77074568395
DWDzLTVE1RY,0.08252161049236853,0.08414937835063002,66347,21677.707659275795
DVtJQbsExLj,0.08555693997345382,0.09440251777437317,270795,18447.034397668158
DVODgi7k3X5,0.08244524294270196,0.0849968248200095,52263,21606.545043446746
DVGOswZk1tT,0.08318854175124756,0.0767790756366629,15091,22309.00931783771
DUDl2raEylE,0.08257014867900916,0.08361112790472643,64207,21723.056811667768
DTX4wO2kzCp,0.04490152785966736,0.6040695860050708,23398,4168.6929009385685
DTAE3juExT0,0.0827003433348655,0.08216880955014101,1497854,21845.156413933233
DSXQfACE2hv,0.0826044294741944,0.08323115630906536,39862,21755.141224996474
DSNK9Zxk5Rl,0.05762627585530408,0.4028150837680808,33243,7329.055576947558
DSM_oBaE4mp,0.08262191212103173,0.08303743292315964,314972,21771.52160180856
DSJ0Ddik0Hc,0.08269262693605371,0.0822542347412276,75016,21837.901110996158
DR9vacAiR6C,0.08266850133504697,0.08252136713405438,117846,21815.2323498796
DR4KTJQk3kN,0.0832133629982913,0.07650583082195428,162494,22332.84847752877
DRO-FamE9Bm,0.08299184859679981,0.0789470489504019,61987,22120.977016039116
DRBu8gck3hi,0.0826668408883544,0.08253975518937316,101653,21813.67301749848
DQ87ijCky3G,0.08285526900199376,0.08045524353693008,62304,21991.32452069883
DQ0lexYE2BV,0.08274507999642622,0.081673692552588,55241,21887.26632204189
DQtAiMkE7IS,0.08318648962635745,0.07680166984729513,41799,22307.03950292859
DQo3qxOk8RA,0.020649061379258638,1.0805686042683509,26435,1394.6287027530432
DQoYNqaE4rK,0.0830837906277599,0.07793306211655512,51471,22208.67680363202
DQY4SagE9Xd,0.08257610623214831,0.08354508338740646,27432,21728.629336433885
DQUEkRKEjQm,0.08292336125337763,0.0797030405490083,193571,22055.870023799507
DQI5PE5kQfR,0.08225883890515047,0.08706837459466968,153696,21433.8041685637
DQBOdLmk7x4,0.08308623340239611,0.07790613603905235,65576,22211.011501142057
DP1TMquk0ct,0.04562263054906852,0.5918599451123732,15673,4304.938119988538
DPq7rquk1AU,0.08274009831165155,0.08172881445823475,23033,21882.573214303495
DPnst6Ok2gc,0.0831102705986504,0.07764121930522186,90509,22233.998017904803
DPl0kFME1gv,0.05188301072284796,0.49001906203157297,16914,5686.129007011194
DPX0Gg9Eyio,0.08275660633534082,0.0815461663620201,121798,21898.128743752877
DPStq33k-aL,0.08326574355939735,0.07592944724283913,29261,22383.238363117125
DPQzLTJE-0s,0.08280535043023668,0.08100704808126963,27962,21944.12353008273
DPOOUzWEx5w,0.08274048903119768,0.08172449107000201,49318,21882.94126481599
DO7jk91E0xE,0.082846672293319,0.08055025046186023,106244,21983.188744162795
DOxQeUOk7uR,0.08261781002212228,0.08308288446130416,57056,21767.677054394517
DOf4q2aEzGf,0.08273990295193136,0.08173097615883095,68347,21882.389191368475
DOFs0jzE5cp,0.08306454175638382,0.07814526314146976,20883,22190.287971018468
DOCrpGJE6qh,0.08302868309610201,0.0785406932085829,37666,22156.07119510533
DOAOPIvkzNG,0.08320945410275664,0.07654885690103048,21590,22329.092589958418
DNlBO0iTW_n,0.0828164866636471,0.08088392049756277,54152,21954.644905487527
DNdJEYtzPVm,0.08295247517254035,0.07938159853004624,37473,22083.524013912836
DNXImLMzZ9R,0.08297621629671485,0.07911955389354104,336410,22106.09974101167
DNTKDo6TTzd,0.08298276229491475,0.07904731409232366,309509,22112.3283819252
DNFzeXgTjkn,0.08288682341541646,0.0801065965321202,34139,22021.212334113236
DNCfToqTueJ,0.08248430495485833,0.08456326563865313,120927,21642.916125714706
DM0D3euz_Km,0.08286572191016675,0.0803397350066626,39137,22001.220941577074
DMMfhOOztyy,0.08268930597121418,0.08229100208894041,7929,21834.77931726911
DMFfOtYTtNy,0.08310235585317158,0.07772844079545944,2679,22226.426661178237
DMB9YPHz67S,0.08283875947406463,0.08063770740154806,9296,21975.702791828007
DL_o4iSzOgB,0.08308467002599426,0.07792336865116999,9792,22209.517266464263
DL9ohdkzuci,0.08261986106963412,0.08306015845380536,7167,21769.59924323625
DL60wXNzd6R,0.0826967293184486,0.08220881797734174,7284,21841.7580606207
DLpf8ZNzB5H,0.028147242645286567,0.918554806866482,1324,1962.0235145777058
DLl0eBzzKQu,0.08260862919040818,0.0831846162443207,4998,21759.07505086907
DLhx20Kzwmg,0.026883216512655517,0.9448738374243937,2354,1852.6410775395304
DLZylQSzFAE,0.08234593412455272,0.08609992971666063,31669,21514.34657274605
DLWjHpETjLq,0.08251487196244427,0.0842241264064609,24869,21671.419188747335
DLSUXUMzhxY,0.08330610568218057,0.07548554130516999,1665,22422.142434374833
DLHnKuhTeee,0.08302672897979071,0.07856224669772706,7492,22154.20803731964
DLASnG2TEVB,0.048644079886255374,0.5417915999643378,1672,4924.743468152142
DKrtvxmT_4J,0.042015976279780015,0.653959261713501,1672,3664.477190447935
DKoRa1wT99a,0.08268989202309272,0.08228451364269823,1719,21835.330189616227
DKbRUq5TkqN,0.08179087095850555,0.09228803415292475,8731,21006.070501059963
DKMGT2rT5XK,0.08293000462909471,0.07962968293494858,24025,22062.177279392552
DKCnSAcz4zt,0.045295257864397025,0.5973903828319885,2706,4242.552756480578
DKBW7lezehu,0.08252239177391396,0.08414071224275621,1523,21678.436875339645
DJ-yCEpT1E9,0.0829680094294979,0.07921013002924943,2831,22098.293177228446
DJ4TjzTTQB5,0.08320720649421143,0.07657359767518661,974,22326.933240621456
DJv6n8gT3CL,0.08302721750853798,0.07855685828506102,1974,22154.67381207772
DJqVvudzPmP,0.08267631523602481,0.08243483930229181,3840,21822.571881197673
DJlUWKOzrHx,0.08315727169847921,0.07712341980531805,3490,22279.01195033786
DJf2ECQTod4,0.08318052871420133,0.07686730333834663,7733,22301.318645904805
DJJbyPrzZEC,0.08234857052411242,0.08607062925886241,23019,21516.789228744285
DJCKLC9T6nj,0.040330498585515025,0.6838812137237544,26467,3398.10117677754
DI00wWlzn6_,0.08273394449739815,0.08179691010222269,78194,21876.77723516124
DW1RFXrE7PB,0.05841395298568678,0.20214750720603353,36100,7100.053485090891
DWJacHcExtb,0.08327121630147417,0.07586924587139282,200627,22388.509533155502
DV3abJGE9MS,0.08285819971373218,0.0804228567218559,43671,21994.098768995256
DV3Yiksj8B_,0.08325821858418664,0.07601222962895703,18546,22375.992530564225
DV0hlx6k4-c,0.08317613134101352,0.07691572405162271,46048,22297.09928191398
DVySBdqE2Rt,0.08268676641673953,0.08231911913882733,21702,21832.392364348496
DVtHOzUE6lR,0.08243957906795268,0.08505970528716868,817860,21601.276312594946
DVgOpaek90s,0.08270239453873886,0.08214610272240545,26717,21847.085444254586
DUib_sYk9CC,0.08232669836657105,0.08631373846448125,213953,21496.532621185834
DUQaKFuk_cn,0.08254661178150306,0.08387209725493942,32950,21701.054743773944
DULQWIpE243,0.08264300887522741,0.08280371228251095,49512,21791.304287701972
DT9i5DIE_ka,0.08289092653363257,0.08006126989380219,97508,22025.101658175925
DT14HxHk3XB,0.08320554522132764,0.07659188469978477,97962,22325.337334016356
DT0FoKDE8Ii,0.08270942726723556,0.08206825435867186,53161,21853.700555744774
DTiPUAnk-oh,0.0826636176755737,0.08257545054134609,81152,21810.646396329266
DTQEtQlkzdu,0.08261986106963412,0.08306015845380536,70551,21769.59924323625
DTIJuchE32k,0.08294397539041029,0.07947543244868402,95232,22075.44695198237
DSr_kuDk2er,0.0827003433348655,0.08216880955014101,54341,21845.156413933233
DShknAtE0yz,0.0823404660570492,0.08616070355655576,40820,21509.281207198335
DSH8P7GE3Ju,0.0826105825523377,0.08316297038388122,39521,21760.90497966865
DSFCS6DE9H_,0.08312316882631855,0.07749909570498634,5210,22246.342051568787
DSDAO-1EkO9,0.0,2.0813648086613425,23666,266.327571068478
DSAIfDJkwND,0.08320359078590277,0.07661339924406266,81217,22323.459942872756
DRpTW96jz-H,0.08257708288333178,0.08353425680139373,53742,21729.543001448383
DRo4ePIk_q_,0.0833488149411328,0.07501603879906103,13782,22463.380901153163
DRj5NRvkytH,0.08277819413070402,0.081307365384243,27430,21918.487275350923
DRcKxHak0uH,0.08253547832362267,0.08399556523318528,37865,21690.65489143539
DRKJoo5E1RQ,0.08288633494999773,0.08011199268719604,36394,22020.749365091877
DRH23hkEkCY,0.08325577542165793,0.07603910839670891,35539,22373.64049195028
DRFLQrhj7Qj,0.08322557838775324,0.07637138540794701,52506,22344.589698398115
DQ0-pM0EyL8,0.08329476895344491,0.07561020340806131,37329,22411.208559338727
DQtxPRdEWGv,0.08325733904504153,0.07602190590799988,65910,22375.145768181585
DQtrYg_jxv3,0.08326320265283152,0.07595739902464692,45101,22380.791456031235
DQrB85sk6-4,0.08322372163967715,0.07639182002868025,40642,22342.804635099274
DQmJKyaE3ys,0.0826965339665535,0.08221098063716531,124095,21841.57438090771
DQb6Dabk6SF,0.04746815123344945,0.5610708121242549,10061,4673.781891127403
DQUFwrYE6xk,0.04273960301360161,0.6412911575021524,23258,3785.011120478817
DP6U0-6E8OI,0.0828063272882339,0.0809962468548455,32305,21945.046255974543
DPeAR92k_tX,0.08267045480500443,0.08249973452767838,180881,21817.067001266696
DPY2yCCkyYa,0.08277067254228679,0.08139056154925432,93436,21911.39188385865
DPLWnb8kwWp,0.08239465973159535,0.0855585415216457,230977,21559.535300571966
DO03tmik54t,0.08322645790111063,0.07636170598616035,31373,22345.435304472085
DOyN_xtk-ug,0.08289747201630256,0.07998896705102797,54201,22031.307478005798
DOYa_W3E8Pv,0.08235550330915686,0.08599358367911665,20186,21523.213832850546
DORFDYRj013,0.08321717418501877,0.07646388205051691,57240,22336.511076151
DOLvAAjE9FS,0.08258089183136612,0.08349203414956803,175099,21733.106662092785
DOBYkbyE_0x,0.08325059593532058,0.07609609360492078,41915,22368.654987669423
DNsz3VpZpO7,0.0832250897695299,0.07637676290210686,99024,22344.119931072408
DNlA-eazUqn,0.08307802570146207,0.0779966103262678,35200,22203.167890421126
DNijC1yyRVi,0.0060454048803152294,1.4406327465003377,18327,711.9639886609517
DM7yQQ3zFpp,0.08276188114153138,0.08148781193352116,77222,21903.10148025981
DMsS8ZNTN0Q,0.08263910203787884,0.08284699007703353,58316,21787.639471721566
DMU1L7KzfWp,0.08323075775447093,0.07631438562151965,40714,22349.569839270247
DMNmIrzzjO_,0.08332516338145607,0.07527601256905654,33421,22440.534676896514
DMKpLVCzKca,0.08330297829688647,0.07551992940762123,21594,22419.125660317397
DMIWJ4mT9oV,0.08328998019850008,0.07566286674078883,32436,22406.591541578786
DMFt4WkzuoJ,0.0827358004059498,0.08177637286925883,674878,21878.525067181818
DLztDHwzP4u,0.08246721515109308,0.08475292645878499,12023,21626.996250124957
DLZm0WszXV1,0.08318131047130367,0.07685869543946953,3870,22302.068838641033
DLPm1MmzRo4,0.08333513215770467,0.0751664291837068,10164,22450.161243128576
DLM3a9Yzsa3,0.08296488302025042,0.07924463722352822,70138,22095.319973336944
DLEls4aTD-r,0.08325069366124867,0.0760950183843805,8789,22368.749043504995
DKlvwu0Trwl,0.08295462455330209,0.07935787170479222,8228,22085.566957422125
DKOwtaYR-8y,0.08284442543752894,0.08057508319429005,2575,21981.06284418289
DKE-7jzTpzB,0.08255002997136988,0.08383419324118949,2874,21704.24868119061
DJ9PFyHzfuc,0.08155813374974502,0.09489412680434403,2804,20796.46450958795
DJg6FvRTYYH,0.0825064732737237,0.08431729786460762,26890,21663.58393847334
DJZLyXozQKd,0.08230365496444939,0.0865699302470345,5258,21475.211466942375
